"zscores","ITEM","CONDITION","EXTRACTION","WH_SITE","id"
-1.6615272868681,"15","Extr_whSubj","Extr","whSubj",4
0.760131916664356,"1004","filler_good",NA,NA,4
0.760131916664356,"12","NoExtr_whObj","NoExtr","whObj",4
-0.0470878178464643,"1021","filler_ok",NA,NA,4
-0.0470878178464643,"1019","filler_ok",NA,NA,4
0.760131916664356,"24","NoExtr_whObj","NoExtr","whObj",4
0.760131916664356,"1005","filler_good",NA,NA,4
0.760131916664356,"8","NoExtr_whObj","NoExtr","whObj",4
0.760131916664356,"1008","filler_good",NA,NA,4
0.760131916664356,"1015","filler_ok",NA,NA,4
0.760131916664356,"2","NoExtr_whSubj","NoExtr","whSubj",4
0.760131916664356,"1011","filler_ok",NA,NA,4
0.356522049408946,"9","Extr_whObj","Extr","whObj",4
-1.6615272868681,"1035","filler_bad",NA,NA,4
-0.450697685101874,"7","Extr_whSubj","Extr","whSubj",4
0.760131916664356,"1013","filler_ok",NA,NA,4
0.760131916664356,"1009","filler_ok",NA,NA,4
0.356522049408946,"1","Extr_whObj","Extr","whObj",4
-1.6615272868681,"1036","filler_bad",NA,NA,4
0.760131916664356,"18","NoExtr_whSubj","NoExtr","whSubj",4
-1.25791741961269,"1027","filler_bad",NA,NA,4
0.356522049408946,"1014","filler_ok",NA,NA,4
0.760131916664356,"17","Extr_whObj","Extr","whObj",4
-1.6615272868681,"1030","filler_bad",NA,NA,4
0.760131916664356,"10","NoExtr_whSubj","NoExtr","whSubj",4
0.626729351313055,"1031","filler_bad",NA,NA,13
0.626729351313055,"7","NoExtr_whObj","NoExtr","whObj",13
-2.69124956740312,"1025","filler_bad",NA,NA,13
0.626729351313055,"1","NoExtr_whSubj","NoExtr","whSubj",13
-2.13825308095042,"1028","filler_bad",NA,NA,13
0.626729351313055,"1002","filler_good",NA,NA,13
0.626729351313055,"16","Extr_whObj","Extr","whObj",13
-1.03226010804503,"1035","filler_bad",NA,NA,13
0.626729351313055,"1005","filler_good",NA,NA,13
0.626729351313055,"21","NoExtr_whSubj","NoExtr","whSubj",13
0.626729351313055,"1010","filler_ok",NA,NA,13
0.626729351313055,"2","Extr_whSubj","Extr","whSubj",13
0.626729351313055,"1012","filler_ok",NA,NA,13
-1.03226010804503,"22","Extr_whSubj","Extr","whSubj",13
0.626729351313055,"1009","filler_ok",NA,NA,13
0.626729351313055,"1018","filler_ok",NA,NA,13
0.626729351313055,"20","Extr_whObj","Extr","whObj",13
-1.03226010804503,"1027","filler_bad",NA,NA,13
-1.58525659449773,"8","Extr_whObj","Extr","whObj",13
0.626729351313055,"1006","filler_good",NA,NA,13
0.626729351313055,"1007","filler_good",NA,NA,13
0.626729351313055,"13","NoExtr_whSubj","NoExtr","whSubj",13
0.626729351313055,"1034","filler_bad",NA,NA,13
-2.69124956740312,"1026","filler_bad",NA,NA,13
0.626729351313055,"5","NoExtr_whSubj","NoExtr","whSubj",13
0.626729351313055,"1029","filler_bad",NA,NA,13
0.626729351313055,"6","Extr_whSubj","Extr","whSubj",13
-1.58525659449773,"1030","filler_bad",NA,NA,13
-1.03226010804503,"1011","filler_ok",NA,NA,13
0.626729351313055,"18","Extr_whSubj","Extr","whSubj",13
0.626729351313055,"1024","filler_ok",NA,NA,13
0.626729351313055,"11","NoExtr_whObj","NoExtr","whObj",13
-1.03226010804503,"1019","filler_ok",NA,NA,13
-1.03226010804503,"1033","filler_bad",NA,NA,13
0.626729351313055,"4","Extr_whObj","Extr","whObj",13
-1.03226010804503,"1032","filler_bad",NA,NA,13
0.626729351313055,"10","Extr_whSubj","Extr","whSubj",13
0.626729351313055,"1015","filler_ok",NA,NA,13
-1.03226010804503,"1022","filler_ok",NA,NA,13
0.626729351313055,"9","NoExtr_whSubj","NoExtr","whSubj",13
0.626729351313055,"1013","filler_ok",NA,NA,13
0.626729351313055,"14","Extr_whSubj","Extr","whSubj",13
0.626729351313055,"1020","filler_ok",NA,NA,13
-2.69124956740312,"1036","filler_bad",NA,NA,13
-1.03226010804503,"24","Extr_whObj","Extr","whObj",13
0.626729351313055,"1014","filler_ok",NA,NA,13
-1.03226010804503,"12","Extr_whObj","Extr","whObj",13
0.626729351313055,"1008","filler_good",NA,NA,13
0.626729351313055,"3","NoExtr_whObj","NoExtr","whObj",13
-0.479263621592335,"1023","filler_ok",NA,NA,13
0.626729351313055,"1004","filler_good",NA,NA,13
0.626729351313055,"23","NoExtr_whObj","NoExtr","whObj",13
0.0737328648603596,"1021","filler_ok",NA,NA,13
0.626729351313055,"17","NoExtr_whSubj","NoExtr","whSubj",13
0.0737328648603596,"1016","filler_ok",NA,NA,13
-1.03226010804503,"1017","filler_ok",NA,NA,13
0.626729351313055,"15","NoExtr_whObj","NoExtr","whObj",13
0.626729351313055,"1001","filler_good",NA,NA,13
0.626729351313055,"19","NoExtr_whObj","NoExtr","whObj",13
0.626729351313055,"1003","filler_good",NA,NA,13
0.495027188929245,"1001","filler_good",NA,NA,3
